id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_is_superhost,host_n_listings,url_listing,url_picture
l_1617601989209310332,Stay Awhile Austin - An ATX Fun House,"Welcome to your private luxury retreat, designed with families in mind. This spacious home offers an abundance of amenities, including a relaxing hot tub, outdoor firepit, game room with a pool and ping pong tables, and fully equipped indoor and outdoor kitchens perfect for gathering. With plenty of comfortable beds, open entertainment areas, and a turf yard ideal for kids to play, there’s something for everyone to enjoy. Comfort, style, and unforgettable memories await.",78754,Northeast Austin,30.348859089751397,-97.60878213068848,Entire home,Entire home/apt,15,3.0,5.0,10.0,Refrigerator;Dining table;Crib;Air conditioning;Iron;BBQ grill;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;TV;Hot tub;Bathtub;Oven;Keypad;Coffee maker: Keurig coffee machine;Backyard;Body soap;Outdoor dining area;Free street parking;Ping pong table;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Essentials;Hot water kettle;Beach essentials;Pool table;Freezer;Hot water;Central heating;Dryer;Conditioner;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Cleaning available during stay;Self check-in;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Hair dryer;Shower gel;Kitchen;Coffee;Fire extinguisher;Bed linens,405.5,1.0,365.0,232,7,2026-04-05,2026-06-01,2.66,5.0,5.0,5.0,4.86,h_745316358,Lili,f,1,https://www.airbnb.com/rooms/1617601989209310332,https://a0.muscache.com/pictures/hosting/Hosting-1617601989209310332/original/ca20e6cb-2d76-43e2-8646-a7e93479db50.jpeg
l_1155905529846273800,Guadalupe Economic Spot Central2,"This is a spot in a room for four people (guys), within a community of 35-40 young adult guys/girls. Entrepreneurs, programmers, bartenders, artists, ACC & UT students. Decent people. Big single floor apartment/dorm-like building, lots of amenities, good location.<br /><br /><br />We have community managers living there, so there is staff onsite 24/7.",78751,Hyde Park,30.320943995696783,-97.72618017506936,Shared room in home,Shared room,1,1.0,1.0,1.0,Smoke alarm;Wifi;Free parking on premises;Air conditioning;BBQ grill;Washer;Carbon monoxide alarm;Exterior security cameras on property;Pool table;Kitchen;Fire extinguisher,16.81,30.0,365.0,230,4,2024-07-12,2025-08-20,0.17,5.0,4.0,5.0,4.5,h_8167447,Martin,f,89,https://www.airbnb.com/rooms/1155905529846273800,https://a0.muscache.com/pictures/miso/Hosting-1155905529846273800/original/5e9b6a69-1747-4582-9fa2-8f5d75c8c573.png
l_837305979623084360,"Downtown Austin Studio, 8th St.","Austin is known for its quirky nature and hodgepodge of musical and cultural tastes — and you can see it all from the comfort of the resort. You’re conveniently located just minutes from local attractions, diverse eateries, and vibrant venues.",78701,Downtown,30.271657073969433,-97.74677944680572,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,Smoke alarm;Wifi;Air conditioning;Fire pit;Pool;Exercise equipment;BBQ grill;Paid parking on premises;Washer;Carbon monoxide alarm;Hair dryer;Cooking basics;Heating;TV;Dedicated workspace;First aid kit;Kitchen;Fire extinguisher,327.0,2.0,365.0,89,0,,,,,,,,h_79733183,Jake,f,5,https://www.airbnb.com/rooms/837305979623084360,https://a0.muscache.com/pictures/miso/Hosting-671631973726583363/original/a9f56814-0cba-4cd3-a046-0fd67a4a366c.jpeg
l_10143001,"Private Upstairs Retreat, Sleeps 4 | South Austin","Enjoy the entire private upstairs of our South Austin home. <br /><br />Perfect for couples, friends, families, or work travelers, the space offers 2 queen bedrooms, a private full bathroom, self check-in, fast Wi-Fi, and a dedicated workspace. <br /><br />With easy access to downtown, South Congress, Zilker, the airport, and major events like SXSW, ACL, and Formula 1, it’s a relaxed, comfortable, and convenient home base for weekends, longer stays, or business trips.",78745,South Austin,30.2251198,-97.7818917,Private room in home,Private room,4,1.5,2.0,2.0,Refrigerator;Iron;Toaster;Central air conditioning;Carbon monoxide alarm;Ceiling fan;Portable fans;Room-darkening shades;Bidet;Laundromat nearby;Native shampoo;Native body soap;Bathtub;Keypad;Paid dryer – In building;Wine glasses;Fast wifi – 1103 Mbps;Outdoor dining area;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Books and reading material;Hot water kettle;Coffee maker;Freezer;Hot water;Lock on bedroom door;Shared patio or balcony;Central heating;Native conditioner;Dedicated workspace;First aid kit;Paid washer – In building;Microwave;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Free parking on premises;Hair dryer;Shower gel;Shared backyard – Fully fenced;Pets allowed;Coffee;Fire extinguisher;Clothing storage: closet;Hangers;Bed linens,114.0,1.0,1125.0,113,80,2023-10-14,2026-06-14,2.44,4.98,4.94,4.89,4.93,h_34204567,Jayce,t,1,https://www.airbnb.com/rooms/10143001,https://a0.muscache.com/pictures/hosting/Hosting-10143001/original/6ce9b54b-1767-48cd-a706-07492eb56cf5.jpeg
l_1625503051013579307,Queen Studio w/ Kitchen + Free Breakfast & Pool,"Experience comfort, convenience, and exceptional value at the newly updated Sonesta ES Suites Austin The Domain Area. Enjoy a free hot breakfast each morning, complete with fresh coffee and a variety of tasty selections. When it’s time to unwind, relax by the outdoor pool and soak in the Texas sunshine. <br />Located just two miles from The Domain, you’ll have easy access to one of Austin’s top destinations for shopping, dining, and entertainment.",78759,Northwest Austin,30.394630598411997,-97.740119461077,Room in hotel,Private room,4,1.0,,2.0,Refrigerator;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;BBQ grill;TV;Private entrance;Body soap;Long term stays allowed;Dishwasher;Dishes and silverware;Paid parking off premises;Host greets you;Coffee maker;Essentials;Freezer;Pool;Dryer;Heating;Dedicated workspace;Microwave;Smoke alarm;Wifi;Washer;Breakfast;Hair dryer;Elevator;Stove;Kitchen;Pets allowed;Safe;Fire extinguisher;Hangers;Bed linens,112.58,1.0,365.0,171,24,2026-03-22,2026-06-13,7.74,4.58,4.96,4.96,4.71,h_506547513,Sonesta ES Suites Austin Arboretum/Domain,f,3,https://www.airbnb.com/rooms/1625503051013579307,https://a0.muscache.com/pictures/prohost-api/Hosting-1625503051013579307/original/bc0d8cb5-508e-4f83-93d7-7762f7062a93.png
l_1188005578739209795,Luxury 2BR/2BA Domain Condo • Pool & Modern Décor,"Notice: The pool is temporarily closed for repairs. Please be aware before booking, and we’ll update when it’s available again<br /><br />2-bedroom, 2-bath condo steps from The Domain with free on-site parking, elevator access, and a shared pool. Includes a full kitchen, in-unit laundry, dedicated workspace, air conditioning, and Wi-Fi, with dining, shopping, and nightlife within walking distance.",78758,North Austin,30.40391076559127,-97.7246423033778,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,Refrigerator;Dining table;Crib;Air conditioning;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;TV;Bathtub;Oven;Keypad;Body soap;Wine glasses;Long term stays allowed;Free street parking;Dishwasher;Dishes and silverware;Coffee maker;Cleaning products;Essentials;Freezer;Hot water;Pool;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Self check-in;Smoke alarm;Pack ’n play/Travel crib - available upon request;Wifi;Free parking on premises;Washer;Hair dryer;Elevator;Shower gel;Stove;Kitchen;Coffee;Fire extinguisher;Hangers;Bed linens,219.5,2.0,365.0,349,65,2024-07-12,2026-06-14,2.74,4.91,4.88,4.94,4.82,h_59651600,Flor,t,15,https://www.airbnb.com/rooms/1188005578739209795,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4ODAwNTU3ODczOTIwOTc5NQ%3D%3D/original/fd9cecb5-55e9-469b-a207-e2cafaed96dc.png
l_1112531474755225390,"Cozy bedroom, close to downtown",Cozy guest bedroom close to airport and downtown. Queen size Tuft & Needle bed with adjustable frame. There’s also a desk in the room if you need to get some work done. You will also have your own bathroom.,78744,Southeast Austin,30.19599201558622,-97.75620213438744,Private room in home,Private room,2,1.0,,1.0,Smoke alarm;Wifi;Free parking on premises;Air conditioning;Washer;Exterior security cameras on property;TV;Dedicated workspace;Fire extinguisher;First aid kit;Kitchen;Lock on bedroom door,102.0,1.0,365.0,265,6,2024-04-07,2026-03-15,0.22,4.5,3.5,4.67,4.33,h_307034924,Bob,f,1,https://www.airbnb.com/rooms/1112531474755225390,https://a0.muscache.com/pictures/hosting/Hosting-1112531474755225390/original/926bf249-1a77-4f94-acbd-f06dbde814ef.jpeg
l_639701900748299056,NonToxic 1BR Condo w/ Pool in Central North Austin,"1 bedroom condo perfect for one person or a couple. Easy bus transit to downtown and in a killer location with restaurants in walking distance. Dedicated workspace, bar eating area, well supplied non-toxic kitchen, and a large living room with a 55” tv, mold free.<br /><br />It's in a small community of condos built in 1968 with sweet neighbors and a central pool.<br /><br />I live here most of the time, so you’ll be in a colorful home living like a local in Brentwood.",78756,Rosedale,30.3282,-97.73411,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"Refrigerator;Dining table;Iron;Dove  conditioner;Central air conditioning;Carbon monoxide alarm;Ceiling fan;BBQ grill;Room-darkening shades;Cooking basics;Laundromat nearby;Dove shampoo;Fire extinguisher;Bathtub;Oven;Wifi – 36 Mbps;Blender;Keypad;Free washer – In unit;Wine glasses;Single level home;Long term stays allowed;55 inch HDTV with Netflix, Roku, Hulu;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Cleaning products;Essentials;Hot water kettle;Beach essentials;Suave body soap;Freezer;Hot water;Clothing storage: walk-in closet and dresser;Central heating;Shared outdoor pool - available all year, open 24 hours, pool toys;Baking sheet;Dedicated workspace;First aid kit;Barbecue utensils;Cleaning available during stay;Gas stove;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Free parking on premises;Hair dryer;Shower gel;Coffee maker: drip coffee maker, french press;Kitchen;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens",71.71,30.0,730.0,330,16,2023-01-04,2025-10-21,0.38,4.88,4.94,4.94,4.88,h_1529341,Meredith,t,1,https://www.airbnb.com/rooms/639701900748299056,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjM5NzAxOTAwNzQ4Mjk5MDU2/original/710c9146-f581-4824-aa71-dd487b86df40.jpeg
l_17575563,Cool Off in Barton Springs Pool Steps from Zilker,"Live in the most amazing tree filled neighborhood in Austin, walkable to the best gems of the city! Step outside & walk to Barton Springs Pool, Zilker Park, the Greenbelt, & stroll down to Barton Springs RD, S Lamar, or South Congress for the best food, drinks, shops & live music in the city. About 1.5 miles from downtown allowing easy access to all Austin has to offer! Great local market directly across the street & access to multiple other grocery stores. Primary bedroom includes a king memory",78704,South Austin,30.26133,-97.77302,Entire condo,Entire home/apt,4,2.0,2.0,2.0,Refrigerator;Dining table;Air conditioning;Record player;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;BBQ grill;TV;Hot tub;Private entrance;Oven;Keypad;Body soap;Wine glasses;Outdoor dining area;Long term stays allowed;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Cleaning products;Essentials;Freezer;Hot water;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Shared pool;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Patio or balcony;Washer;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Kayak;Coffee;Fire extinguisher;Books and reading material;Hangers;Bed linens,,30.0,1125.0,20,122,2017-03-15,2024-04-30,1.08,4.99,4.99,4.98,4.89,h_4791412,Russell,t,2,https://www.airbnb.com/rooms/17575563,https://a0.muscache.com/pictures/prohost-api/Hosting-17575563/original/c3c2a942-0eef-4e8d-9f44-3413c4dc4ad1.jpeg
l_9252583,Guadalupe: New in town? This is the right place,"We are a community of 35-40 young adult guys/girls. Entrepreneurs, programmers, bartenders, artists, ACC & UT students. Decent people. Big single floor apartment/dorm-like building, lots of amenities, good location.<br /><br />We have community managers living there, so there is staff onsite 24/7.",78751,Hyde Park,30.32197,-97.72521,Private room in home,Private room,2,1.0,,1.0,Air conditioning;Iron;Carbon monoxide alarm;Cooking basics;Keypad;Free street parking;Hangers;Exterior security cameras on property;Essentials;Hot water;Lock on bedroom door;Dryer;Heating;Dedicated workspace;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Kitchen;Fire extinguisher;TV with standard cable,39.82,30.0,1125.0,354,9,2016-01-01,2025-11-03,0.07,5.0,4.89,4.89,5.0,h_8167447,Martin,f,89,https://www.airbnb.com/rooms/9252583,https://a0.muscache.com/pictures/miso/Hosting-9252583/original/4b2573a6-cb67-418a-92ad-67bc028e30c2.jpeg
l_1618349521466208741,The Willow house,"Charming Family Retreat with lovely patio and your own Pizza Oven & BBQ<br /><br />This centrally located home puts you exactly where you want to be—just 8 blocks from the river and a scenic 25-minute stroll along the river to the heart of downtown.<br /><br />While the primary suite remains private (owners will not be there when rented), you will have exclusive access to the rest of the entire home, including two cozy bedrooms, a fully equipped kitchen, and spacious living and dining areas.",78702,East Austin,30.254408342201327,-97.72046104073524,Private room in home,Private room,4,1.5,2.0,2.0,Smoke alarm;Wifi;Air conditioning;BBQ grill;Washer;Carbon monoxide alarm;Exterior security cameras on property;TV;Dedicated workspace;Kitchen;Fire extinguisher,342.4,5.0,30.0,359,1,2026-03-16,2026-03-16,0.3,5.0,5.0,5.0,5.0,h_4580969,Eleticia,t,1,https://www.airbnb.com/rooms/1618349521466208741,https://a0.muscache.com/pictures/hosting/Hosting-1618349521466208741/original/92a029f3-7f17-448f-aba3-2201a57bc61c.jpeg
l_1125576718665903933,"L-11 walk to DT, UT, Moody, ACL location x 10","The address is on Leon but the map shows 30th street.  Beautiful new studio just 5 minutes from Downtown and Zilker Park. Walk to UT Stadium and Moody Center! Perfect for ACL, SXSW, concerts & Longhorn games. Features queen bed, full kitchen, washer/dryer, fast WiFi, Smart TV, AC/heat & free parking.<br />The address is on Leon but the map shows 30th street",78705,University of Texas,30.292608295672046,-97.73404960875092,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,Refrigerator;Air conditioning;Drying rack for clothing;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Room-darkening shades;Cooking basics;TV;Private entrance;Oven;Coffee maker: Keurig coffee machine;Body soap;Single level home;Long term stays allowed;Paid parking on premises;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Paid parking off premises;Exterior security cameras on property;Cleaning products;Essentials;Freezer;Hot water;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Luggage dropoff allowed;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Stove;Kitchen;Fire extinguisher;Hangers;Bed linens,173.0,1.0,1125.0,223,27,2024-04-09,2026-04-19,1.0,4.63,4.81,4.52,4.52,h_450520789,Nick,f,20,https://www.airbnb.com/rooms/1125576718665903933,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyNTU3NjcxODY2NTkwMzkzMw==/original/d1af613f-078b-4af9-a55b-e28275cd83a1.jpeg
l_1021840947153027330,Gorgeous Condo in downtown ATX,"Gorgeous condo in the heart of downtown Austin. Full furnished with a kitchen and washer/ dryer. Located in the historic 6th street. Walking distance to Rainey street, capitol buildings and beautiful Lady Bird lakes .reserved compliment parking which very rare for downtown Austin . Come enjoy your home away from home",78701,Downtown,30.26694,-97.73597,Entire rental unit,Entire home/apt,3,,1.0,,Lockbox;TV;Carbon monoxide alarm;Free parking on premises;Shower gel;Self check-in;Wifi;Smoke alarm;Fire extinguisher;Kitchen;Shampoo;Air conditioning;Conditioner;Hair dryer;Bathtub;Hot water;Washer,39.38,90.0,700.0,180,3,2024-02-18,2024-03-12,0.1,4.67,4.33,5.0,4.67,h_391446466,Eric,f,1,https://www.airbnb.com/rooms/1021840947153027330,https://a0.muscache.com/pictures/hosting/Hosting-1021840947153027330/original/32ac9716-78ec-4b87-be3b-6dbec4f852ed.jpeg
l_1127012551447352212,Congress Casa,"Steps from the heart of South Congress, this location makes everyday feel like vacation. The perfect quiet oasis, with its very own private porch. <br /><br />This is a furnished studio, equipped with high speed internet.",78704,South Austin,30.2463304,-97.7531094,Entire rental unit,Entire home/apt,2,1.0,,,Smoke alarm;Wifi;Free parking on premises;Air conditioning;Washer;Carbon monoxide alarm;Kitchen;Fire extinguisher,111.5,30.0,365.0,269,0,,,,,,,,h_11528603,Angela,f,1,https://www.airbnb.com/rooms/1127012551447352212,https://a0.muscache.com/pictures/miso/Hosting-1127012551447352212/original/579d01e3-831f-4a9a-8174-7b99ef3a4165.jpeg
l_995206207288226314,Private Room2 Plus Game Room,"Kick back and relax in this calm, stylish space.",78754,Northeast Austin,30.355939709683707,-97.66107443106208,Private room in home,Private room,2,1.0,,1.0,Air conditioning;Iron;TV;Lockbox;Exercise equipment;Outdoor dining area;Exterior security cameras on property;Lock on bedroom door;Heating;Dedicated workspace;Self check-in;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Hair dryer;Kitchen;Fire extinguisher;Books and reading material,40.57,15.0,365.0,315,5,2024-06-02,2025-07-17,0.2,5.0,5.0,5.0,5.0,h_89596825,Matiyos,t,3,https://www.airbnb.com/rooms/995206207288226314,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTk1MjA2MjA3Mjg4MjI2MzE0/original/03b3089d-2050-4712-9322-b0bdb870c30c.jpeg
l_1513938091730703962,Ranch House 3 acres Central Austin - 5 min to Lake,Ranch House on 3 acres 15 minutes from everything in Austin and 5 minutes from Lake Austin Beach and Dock,78730,West Austin,30.35851,-97.8431,Entire home,Entire home/apt,5,2.0,2.0,3.0,Smoke alarm;Wifi;Free parking on premises;Air conditioning;Fire pit;BBQ grill;Washer;Carbon monoxide alarm;Indoor fireplace;Exterior security cameras on property;TV;Dedicated workspace;First aid kit;Kitchen;Fire extinguisher,384.74,7.0,365.0,358,0,,,,,,,,h_70186741,Venera,f,1,https://www.airbnb.com/rooms/1513938091730703962,https://a0.muscache.com/pictures/hosting/Hosting-1513938091730703962/original/b955a2a8-4dba-43c6-9bde-5cac2f1555aa.png
l_21881807,N.Lamar: Economic Spot in Great Community 2,"This is a shared room for up to 3 people per room. Most people are 20-30 and stay several months. Students, young professionals, interns, etc. - It's an apartment with multiple rooms. There are usually 10-12 people per apartment.<br /><br />We have community managers living there, so there is staff onsite 24/7.",78751,Hyde Park,30.31815,-97.73029,Shared room in rental unit,Shared room,1,1.0,1.0,1.0,Air conditioning;Iron;Carbon monoxide alarm;Cooking basics;TV;Keypad;Free street parking;Exterior security cameras on property;Essentials;Hot water;Dryer;Heating;Dedicated workspace;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Elevator;Kitchen;Fire extinguisher;Hangers,15.04,30.0,1125.0,173,15,2018-03-20,2025-08-23,0.15,4.93,4.53,4.73,4.93,h_8167447,Martin,f,89,https://www.airbnb.com/rooms/21881807,https://a0.muscache.com/pictures/fd606f7e-983f-437e-a567-c872fcb3671d.jpg
l_981853647260879977,"Charming small Cabin 1 bd 1 Full Bath, Lake Austin","Very relaxing at this unique & tranquil getaway. The water is about 25 feet out. Windows across entire front of house. There are 2 queen beds yet it is so small there is not much privacy as there is no door to main bed area. This is a very old,small lake house among mansions. Truly special retreat for a couple & 2 young children max. Ski boat extra, kayak available and it DOES have a FULL BATH with a tiled stand up shower. It is charming but has some flaws like peeling paint on ceiling in front",78733,West Austin,30.340086918508703,-97.84636829048397,Entire home,Entire home/apt,4,0.5,1.0,2.0,Refrigerator;Dining table;Air conditioning;Record player;Iron;Toaster;Canal view;Shampoo;Ceiling fan;Portable fans;Cooking basics;TV;Oven;Blender;Backyard;Body soap;Wine glasses;Outdoor dining area;Private patio or balcony;Dishes and silverware;Outdoor furniture;Host greets you;Coffee maker;Cleaning products;Hot water kettle;Freezer;Hot water;Sun loungers;Lake access;Clothing storage: dresser;Baking sheet;Dryer;Heating;Conditioner;First aid kit;Microwave;River view;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Hair dryer;Indoor fireplace;Shower gel;Stove;Kitchen;Pets allowed;Kayak;Coffee;Fire extinguisher;Waterfront;Hangers;Bed linens,261.5,1.0,6.0,268,17,2023-10-24,2025-10-12,0.52,4.71,4.53,4.94,4.71,h_35135502,Lisa,f,1,https://www.airbnb.com/rooms/981853647260879977,https://a0.muscache.com/pictures/miso/Hosting-981853647260879977/original/f713efde-1d86-4df0-8d39-0be5895713a1.jpeg
l_1487362966049292171,Sunny Private Room · Near Apple & The Domain,"Enjoy a stylish hotel-like stay in North Austin. Located near The Domain, Austin’s largest shopping mall, with quick access to downtown and major tech hubs.<br /><br />Your private, fully furnished room includes a full bathroom, sunny window, microwave, and mini fridge for added convenience. Start your day in comfort — perfect for both short and extended stays.<br /><br />Need a car? We partner with a local Turo host to provide drop-off rentals at competitive rates, making it easy to explore Austin.",78729,Northwest Austin,30.4614,-97.7669,Private room in townhouse,Private room,2,1.0,,1.0,Smoke alarm;Wifi;Free parking on premises;Air conditioning;Iron;Lockbox;Carbon monoxide alarm;Hair dryer;Cooking basics;Heating;Exterior security cameras on property;TV;Dedicated workspace;Fire extinguisher;Pets allowed;Lock on bedroom door;Self check-in,107.5,2.0,1125.0,311,4,2025-10-15,2026-02-18,0.48,5.0,5.0,5.0,4.5,h_432490535,Amar,f,17,https://www.airbnb.com/rooms/1487362966049292171,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ4NzM2Mjk2NjA0OTI5MjE3MQ==/original/d1b6875b-6542-429c-a9b5-249ce6349e9f.jpeg
l_899986525189066397,Superb location steps to DT and UT,"Amazing spacious studio, steps away from University of Texas.  It is only a few blocks away from the Moody Center, DKR Memorial Stadium, Moody Amphitheatre, Waterloo Park, Texas State Capitol, Dell Seton Medical Center, St. David's Medical Center, At&t Hotel/Conference Center and Shoal Creek Greenbelt. It's a few minute drive to the heart of Downtown, outdoor attractions such as Zilker Park, Barton Springs, Lake Austin, Mt. Bonnell, Lady Bird Lake, Mayfield Preserve and the famous Mozart's Café.",78705,University of Texas,30.285808964387172,-97.74944566190244,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"Refrigerator;Dining table;Air conditioning;Drying rack for clothing;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;Private backyard;Cooking basics;Laundromat nearby;TV;Fire extinguisher;Private entrance;Oven;Keypad;Clothing storage: wardrobe;Coffee maker: Keurig coffee machine;Body soap;Wine glasses;Single level home;Long term stays allowed;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Cleaning products;Hot water kettle;Freezer;Hot water;Baking sheet;Heating;Housekeeping available from 8:00 AM to 8:00 PM, every day - available at extra cost;Conditioner;Dedicated workspace;Microwave;Gas stove;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Wifi;Free parking garage on premises;Washer;Hair dryer;Shower gel;Kitchen;Pets allowed;Coffee;Free dryer – In unit;Hangers;Bed linens",137.5,2.0,1125.0,65,79,2023-05-28,2026-05-17,2.11,4.78,4.81,4.77,4.75,h_90505079,Jonathan,t,4,https://www.airbnb.com/rooms/899986525189066397,https://a0.muscache.com/pictures/miso/Hosting-899986525189066397/original/43c337f9-a785-4a81-9d57-c77f4a82a744.jpeg
l_914667450966638398,Modern N Austin Home-3 Mile Domain-9 mile Downtown,Newly remodeled! <br /><br />Centrally located large home with easy access to all of Austin’s biggest and best attractions! <br /><br />- Huge common area with massive sectional<br />- Smart TV’s in ALL bedrooms & living <br />- Enjoy your favorite streaming services<br />- Complimentary coffee <br />- Fully stocked chefs kitchen<br />- huge backyard<br /><br />Book now!,78753,Northeast Austin,30.381880894379137,-97.67586998641492,Entire home,Entire home/apt,14,2.0,4.0,7.0,"Dining table;Frigidaire stainless steel electric stove;Iron;Toaster;Central air conditioning;Carbon monoxide alarm;Ceiling fan;Coffee maker: drip coffee maker;Room-darkening shades;Cooking basics;Coffee;Stainless steel single oven;TV;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Bathtub;Blender;Keypad;Free washer – In unit;Wine glasses;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Ethernet connection;Freezer;Hot water;Central heating;Ginger Lily Farms shampoo;Baking sheet;Dedicated workspace;First aid kit;Microwave;Kitchen;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Clothing storage: walk-in closet, closet, and dresser;Free parking on premises;Frigidaire  refrigerator;Hair dryer;Ginger Lily Farms conditioner;Shower gel;Fast wifi – 79 Mbps;Bluetooth sound system;Pets allowed;Ginger Lily Farms body soap;Free dryer – In unit;Books and reading material;Hangers;Bed linens",380.0,1.0,90.0,328,136,2023-07-23,2026-06-01,3.83,4.85,4.82,4.75,4.81,h_107800525,Alex,f,2,https://www.airbnb.com/rooms/914667450966638398,https://a0.muscache.com/pictures/miso/Hosting-914667450966638398/original/15b580df-98dd-410b-9665-fe6f14fb62f7.jpeg
l_16236845,Blocks to Convention Center and Rainey with Pool!,"Curious about what makes Austin so weirdly wonderful? Live like a local and find out for yourself at our unique home near downtown Austin. Soak up the Texan sun by the pool. The perfect vacation rental just blocks from Rainey and Downtown. This is the ideal space for business travelers looking for a comfortable space to sleep and collaborate while still being just a quick walk, Uber or Lyft to the Convention Center, Downtown and the central Austin hot spots.",78702,East Austin,30.2597,-97.73583,Entire home,Entire home/apt,13,2.5,5.0,8.0,"Refrigerator;Dining table;Iron;Toaster;Shampoo;Central air conditioning;Ceiling fan;Carbon monoxide alarm;Room-darkening shades;Cooking basics;TV;Fire extinguisher;Private entrance;Bathtub;Oven;Body soap;Noise decibel monitors on property;Free washer – In unit;Wine glasses;Long term stays allowed;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Coffee maker;Freezer;Hot water;Sun loungers;Central heating;Clothing storage;Baking sheet;Conditioner;Dedicated workspace;First aid kit;Microwave;City skyline view;Shared outdoor pool - available all year, open specific hours;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Patio or balcony;Hair dryer;Shower gel;Shared backyard – Fully fenced;Stove;Kitchen;Safe;Coffee;Free dryer – In unit;Hangers;Bed linens",236.0,1.0,50.0,332,617,2016-12-14,2026-06-16,5.32,4.8,4.73,4.79,4.75,h_4868857,Jillian,t,8,https://www.airbnb.com/rooms/16236845,https://a0.muscache.com/pictures/93088045-d03e-4f8b-8bc8-ee3a3828f57a.jpg
